Union ID,Loci,Union length,Occupancy score,Occupancy frequency,Constitutive,Genomic feature,Motif
260437,chr17:3498107-3498615,508,1150,0.856,Y,Intron:Tiam2,
260439,chr17:3509778-3510324,546,1236,0.92,Y,Intron:Tiam2,chr17:3510028-3510047(-)
260443,chr17:3533331-3533800,469,1114,0.829,Y,Promoter:Cldn20;Intron:Tfb1m,"chr17:3533600-3533619(-),chr17:3533603-3533622(+)"
260449,chr17:3570801-3571552,751,1254,0.933,Y,Intergenic,chr17:3571061-3571080(+)
260488,chr17:4109206-4109669,463,1163,0.865,Y,Intergenic,"chr17:4109500-4109519(+),chr17:4109459-4109478(-)"
260556,chr17:4777869-4778763,894,1291,0.961,Y,Intergenic,chr17:4778365-4778384(+)
260648,chr17:5201769-5202279,510,1198,0.891,Y,Intron:Arid1b,chr17:5202046-5202065(+)
260658,chr17:5252386-5252987,601,1247,0.928,Y,Intron:Arid1b,"chr17:5252628-5252647(+),chr17:5252642-5252661(+)"
260684,chr17:5397386-5397889,503,1301,0.968,Y,Intron:Gm29050,chr17:5397617-5397636(-)
260685,chr17:5402034-5403002,968,1314,0.978,Y,Intron:Gm29050,"chr17:5402171-5402190(+),chr17:5402840-5402859(-),chr17:5402252-5402271(-)"
260690,chr17:5429142-5430052,910,1335,0.993,Y,Intron:Tmem242,"chr17:5429871-5429890(-),chr17:5429552-5429571(+),chr17:5429619-5429638(+),chr17:5429651-5429670(+)"
260691,chr17:5439855-5440991,1136,1209,0.9,Y,Promoter:Tmem242;Exon:Tmem242;Intron:Tmem242,chr17:5440552-5440571(+)
260743,chr17:5733333-5733885,552,1242,0.924,Y,Intron:Zdhhc14,"chr17:5733537-5733556(-),chr17:5733662-5733681(+)"
260749,chr17:5752989-5753567,578,1271,0.946,Y,Exon:Zdhhc14,chr17:5753255-5753274(-)
260759,chr17:5795647-5796361,714,1298,0.966,Y,Intergenic,"chr17:5796056-5796075(+),chr17:5796008-5796027(+)"
260781,chr17:5890339-5890980,641,1270,0.945,Y,Intron:Snx9,chr17:5890584-5890603(-)
260820,chr17:6019787-6020162,375,1114,0.829,Y,Exon:Synj2,chr17:6019950-6019969(-)
260824,chr17:6054855-6055711,856,1281,0.953,Y,Intron:Serac1,"chr17:6054987-6055006(+),chr17:6055471-6055490(+),chr17:6055288-6055307(+)"
260832,chr17:6097696-6098342,646,1234,0.918,Y,Intergenic,"chr17:6098073-6098092(+),chr17:6098060-6098079(-)"
260934,chr17:7443442-7444213,771,1122,0.835,Y,Intergenic,chr17:7444008-7444027(+)
260983,chr17:7821766-7822336,570,1258,0.936,Y,Intergenic,chr17:7821998-7822017(-)
260988,chr17:7863580-7864279,699,1289,0.959,Y,Intergenic,chr17:7863917-7863936(+)
260990,chr17:7868566-7868983,417,1175,0.874,Y,Intergenic,"chr17:7868774-7868793(-),chr17:7868786-7868805(+)"
261006,chr17:7927850-7928429,579,1291,0.961,Y,"Promoter:Tagap;Intron:E430024P14Rik,Tagap",chr17:7928035-7928054(-)
261045,chr17:8264604-8265059,455,1242,0.924,Y,Intergenic,chr17:8264831-8264850(+)
261061,chr17:8328416-8328953,537,1151,0.856,Y,Intergenic,"chr17:8328643-8328662(-),chr17:8328774-8328793(-),chr17:8328805-8328824(-)"
261070,chr17:8372360-8373083,723,1306,0.972,Y,Promoter:T2;Exon:T2;Intron:T2,chr17:8372841-8372860(-)
261079,chr17:8423256-8423662,406,1203,0.895,Y,Intergenic,chr17:8423479-8423498(-)
261085,chr17:8461511-8462164,653,1227,0.913,Y,Intergenic,chr17:8461763-8461782(-)
261086,chr17:8463403-8463873,470,1169,0.87,Y,Intergenic,chr17:8463658-8463677(+)
261087,chr17:8468678-8469146,468,1255,0.934,Y,Intergenic,chr17:8468886-8468905(+)
261107,chr17:8592475-8593309,834,1182,0.879,Y,Intron:Pde10a,chr17:8592843-8592862(-)
261108,chr17:8597718-8598201,483,1271,0.946,Y,Intron:Pde10a,chr17:8597954-8597973(-)
261110,chr17:8614055-8614570,515,1270,0.945,Y,Intron:Pde10a,chr17:8614349-8614368(+)
261140,chr17:8807267-8807968,701,1210,0.9,Y,Intron:Pde10a,chr17:8807553-8807572(-)
261163,chr17:8936613-8937169,556,1139,0.847,Y,Intron:Pde10a,chr17:8936808-8936827(-)
261174,chr17:9031459-9032348,889,1294,0.963,Y,Intergenic,chr17:9031904-9031923(+)
261175,chr17:9042549-9043297,748,1165,0.867,Y,Intergenic,chr17:9042927-9042946(-)
261182,chr17:9168427-9168943,516,1173,0.873,Y,Promoter:6530411M01Rik,chr17:9168631-9168650(+)
261427,chr17:11611295-11612041,746,1125,0.837,Y,Intron:Park2,chr17:11611641-11611660(-)
261466,chr17:12036082-12036628,546,1265,0.941,Y,Intron:Park2,chr17:12036383-12036402(+)
261467,chr17:12039093-12039557,464,1307,0.972,Y,Intron:Park2,"chr17:12039358-12039377(+),chr17:12039216-12039235(-)"
261495,chr17:12210632-12211227,595,1324,0.985,Y,Exon:Agpat4;Intron:Agpat4,chr17:12210897-12210916(-)
261515,chr17:12300682-12301290,608,1163,0.865,Y,Promoter:Gm24794;Exon:Gm24794;Intron:Map3k4,"chr17:12301083-12301102(+),chr17:12301033-12301052(-),chr17:12301209-12301228(+)"
261526,chr17:12371265-12372634,1369,1293,0.962,Y,Intergenic,"chr17:12371498-12371517(-),chr17:12372225-12372244(-),chr17:12371886-12371905(+)"
261532,chr17:12415871-12416716,845,1214,0.903,Y,Intron:Plg,chr17:12416405-12416424(+)
261533,chr17:12420997-12421615,618,1148,0.854,Y,Exon:Slc22a3;Intron:Slc22a3,chr17:12421357-12421376(-)
261538,chr17:12455137-12455557,420,1133,0.843,Y,Intron:Slc22a3,"chr17:12455478-12455497(+),chr17:12455328-12455347(-)"
261548,chr17:12532112-12532578,466,1138,0.847,Y,Intergenic,chr17:12532312-12532331(-)
261549,chr17:12534611-12535337,726,1242,0.924,Y,Intergenic,chr17:12534942-12534961(+)
261563,chr17:12660230-12661159,929,1215,0.904,Y,Intron:Slc22a1,chr17:12660698-12660717(-)
261595,chr17:12810340-12810868,528,1291,0.961,Y,Intron:Airn,chr17:12810658-12810677(-)
261608,chr17:12879952-12880801,849,1286,0.957,Y,Intergenic,chr17:12880375-12880394(+)
261643,chr17:13472269-13472855,586,1227,0.913,Y,Intergenic,chr17:13472610-13472629(+)
261746,chr17:14206028-14206488,460,1249,0.929,Y,Intergenic,chr17:14206289-14206308(-)
261749,chr17:14220759-14221431,672,1223,0.91,Y,Intergenic,chr17:14221012-14221031(-)
261760,chr17:14287975-14288732,757,1216,0.905,Y,Intron:Smoc2,chr17:14288409-14288428(+)
261787,chr17:14520558-14520935,377,1152,0.857,Y,Intergenic,chr17:14520726-14520745(-)
261788,chr17:14524239-14524934,695,1128,0.839,Y,Intergenic,chr17:14524605-14524624(+)
261789,chr17:14545467-14546129,662,1218,0.906,Y,Intergenic,chr17:14545908-14545927(+)
261835,chr17:14904606-14905384,778,1260,0.938,Y,Intron:Wdr27,chr17:14905005-14905024(-)
261847,chr17:15065441-15066110,669,1157,0.861,Y,"Promoter:Gm28873;Exon:Gm28873,Gm28869;Intron:Gm28873,Gm28869",chr17:15065826-15065845(+)
261924,chr17:15467519-15468225,706,1300,0.967,Y,Intergenic,"chr17:15467687-15467706(-),chr17:15467872-15467891(-)"
261976,chr17:15715123-15715801,678,1118,0.832,Y,Intron:Chd1,chr17:15715400-15715419(+)
261996,chr17:15786998-15787618,620,1179,0.877,Y,Intron:Chd1,"chr17:15787528-15787547(+),chr17:15787226-15787245(+)"
261997,chr17:15804049-15804811,762,1199,0.892,Y,Intron:Chd1,"chr17:15804447-15804466(-),chr17:15804223-15804242(+),chr17:15804624-15804643(+)"
262056,chr17:16900355-16901144,789,1165,0.867,Y,Intron:Chd1,
262097,chr17:17394269-17394795,526,1203,0.895,Y,Promoter:Gm26873;Exon:Chd1;Intron:Gm26873,chr17:17394536-17394555(+)
262139,chr17:17645708-17646158,450,1297,0.965,Y,Intergenic,chr17:17645918-17645937(-)
262144,chr17:17749361-17750003,642,1208,0.899,Y,Intergenic,chr17:17749526-17749545(-)
262146,chr17:17766371-17766938,567,1192,0.887,Y,Intergenic,chr17:17766678-17766697(+)
262160,chr17:17837818-17838574,756,1248,0.929,Y,Exon:Spaca6;Intron:Spaca6,"chr17:17838326-17838345(+),chr17:17838206-17838225(-)"
262169,chr17:17895993-17896704,711,1152,0.857,Y,Intron:Fpr3,"chr17:17896227-17896246(-),chr17:17896593-17896612(+)"
262287,chr17:21231487-21232042,555,1146,0.853,Y,Intergenic,chr17:21231821-21231840(+)
262290,chr17:21271879-21272702,823,1158,0.862,Y,Intergenic,chr17:21272268-21272287(+)
262298,chr17:21422593-21423571,978,1271,0.946,Y,Promoter:Zfp54;Exon:Zfp54;Intron:Zfp54,chr17:21422771-21422790(-)
262303,chr17:21449702-21450643,941,1263,0.94,Y,Promoter:Zfp51;Exon:Zfp51;Intron:Zfp51,chr17:21449836-21449855(-)
262313,chr17:21515670-21517146,1476,1214,0.903,Y,Intergenic,chr17:21515887-21515906(-)
262324,chr17:21566279-21567332,1053,1140,0.848,Y,Promoter:Zfp948;Exon:Zfp948;Intron:Zfp948,"chr17:21566765-21566784(+),chr17:21566410-21566429(-)"
262325,chr17:21579485-21580117,632,1201,0.894,Y,Intron:Zfp948,chr17:21579679-21579698(-)
262332,chr17:21649891-21650908,1017,1147,0.853,Y,Intergenic,chr17:21650096-21650115(-)
262335,chr17:21679176-21680186,1010,1260,0.938,Y,Intergenic,"chr17:21679743-21679762(-),chr17:21679424-21679443(-)"
262377,chr17:22083010-22083643,633,1213,0.903,Y,Intergenic,chr17:22083392-22083411(+)
262393,chr17:22352751-22353340,589,1166,0.868,Y,Intron:Zfp944,chr17:22352999-22353018(+)
262400,chr17:22410670-22411390,720,1142,0.85,Y,Intergenic,"chr17:22410964-22410983(+),chr17:22410952-22410971(-)"
262401,chr17:22417290-22417991,701,1256,0.935,Y,Intergenic,chr17:22417716-22417735(-)
262437,chr17:23199613-23200432,819,1144,0.851,Y,Intergenic,chr17:23200032-23200051(-)
262475,chr17:23610306-23610900,594,1249,0.929,Y,Exon:Zscan10,"chr17:23610371-23610390(+),chr17:23610708-23610727(-)"
262480,chr17:23630065-23630788,723,1301,0.968,Y,Exon:Mmp25,"chr17:23630587-23630606(+),chr17:23630204-23630223(+),chr17:23630351-23630370(-)"
262489,chr17:23660082-23660614,532,1186,0.882,Y,Promoter:Ccdc64b;Exon:Ccdc64b;Intron:Ccdc64b,chr17:23660423-23660442(+)
262491,chr17:23664450-23664904,454,1199,0.892,Y,Intron:Ccdc64b,chr17:23664681-23664700(-)
262506,chr17:23706202-23706789,587,1317,0.98,Y,Exon:1520401A03Rik;Intron:1520401A03Rik,"chr17:23706427-23706446(-),chr17:23706715-23706734(+)"
262514,chr17:23748694-23749340,646,1236,0.92,Y,Exon:9530082P21Rik;Intron:9530082P21Rik,"chr17:23749038-23749057(+),chr17:23748757-23748776(-),chr17:23749090-23749109(+)"
262522,chr17:23773911-23774492,581,1195,0.889,Y,Intron:Gm16275,chr17:23774241-23774260(+)
262538,chr17:23828496-23829827,1331,1267,0.943,Y,Promoter:Tceb2;Exon:Tceb2;Intron:Tceb2,"chr17:23828867-23828886(+),chr17:23829126-23829145(-),chr17:23829456-23829475(+)"
262540,chr17:23841102-23841591,489,1157,0.861,Y,Exon:Prss41;Intron:Prss41,chr17:23841342-23841361(+)
262544,chr17:23851283-23851785,502,1277,0.95,Y,Intergenic,"chr17:23851339-23851358(-),chr17:23851529-23851548(+),chr17:23851301-23851320(+)"
262549,chr17:23873833-23874859,1026,1191,0.886,Y,Intergenic,"chr17:23874050-23874069(+),chr17:23874663-23874682(-),chr17:23874665-23874684(+)"
262559,chr17:23960155-23960975,820,1320,0.982,Y,Intergenic,chr17:23960543-23960562(-)
262560,chr17:23968785-23969669,884,1276,0.949,Y,Intergenic,"chr17:23969610-23969629(+),chr17:23969646-23969665(-),chr17:23969402-23969421(+)"
262563,chr17:23993401-23994230,829,1241,0.923,Y,Exon:Prss22;Intron:Prss22,"chr17:23994196-23994215(+),chr17:23993762-23993781(-)"
262569,chr17:24015623-24016345,722,1157,0.861,Y,Intergenic,chr17:24015926-24015945(-)
262601,chr17:24151938-24152659,721,1294,0.963,Y,Promoter:Pdpk1,"chr17:24152402-24152421(-),chr17:24152328-24152347(+)"
262607,chr17:24173356-24173838,482,1296,0.964,Y,Intron:Gm43796,chr17:24173606-24173625(+)
262648,chr17:24351436-24352472,1036,1308,0.973,Y,"Promoter:Abca3,Abca17;Exon:Abca3;Intron:Abca3","chr17:24351815-24351834(-),chr17:24351503-24351522(-),chr17:24351904-24351923(-),chr17:24352328-24352347(+),chr17:24352049-24352068(-)"
262656,chr17:24389792-24390315,523,1145,0.852,Y,Intron:Abca3,"chr17:24390042-24390061(-),chr17:24390271-24390290(-)"
262666,chr17:24437077-24437568,491,1258,0.936,Y,Exon:Eci1;Intron:Eci1,"chr17:24437326-24437345(-),chr17:24437458-24437477(+)"
262677,chr17:24478268-24479109,841,1319,0.981,Y,Promoter:Mlst8;Exon:Mlst8;Intron:Mlst8,"chr17:24478962-24478981(-),chr17:24478718-24478737(+)"
262682,chr17:24494539-24495018,479,1152,0.857,Y,Intron:Caskin1,"chr17:24494783-24494802(+),chr17:24494841-24494860(+)"
262686,chr17:24513598-24514097,499,1130,0.841,Y,Exon:Traf7;Intron:Traf7,chr17:24513813-24513832(-)
262690,chr17:24529049-24529594,545,1188,0.884,Y,"Promoter:Rab26os,Snord60,Traf7;Exon:Rab26;Intron:Rab26",chr17:24529331-24529350(+)
262693,chr17:24538788-24539402,614,1139,0.847,Y,Intergenic,chr17:24539138-24539157(-)
262713,chr17:24628524-24629311,787,1316,0.979,Y,Exon:Tsc2;Intron:Tsc2,chr17:24628856-24628875(-)
262723,chr17:24667509-24667888,379,1201,0.894,Y,Promoter:Zfp598,chr17:24667628-24667647(-)
262725,chr17:24676104-24676625,521,1229,0.914,Y,Exon:Zfp598;Intron:Zfp598,chr17:24676355-24676374(-)
262740,chr17:24724326-24724831,505,1315,0.978,Y,Promoter:Ndufb10;Exon:Ndufb10,chr17:24724493-24724512(-)
262747,chr17:24745472-24745929,457,1263,0.94,Y,Intergenic,chr17:24745715-24745734(+)
262776,chr17:24881680-24882401,721,1113,0.828,Y,Exon:Igfals,"chr17:24882192-24882211(-),chr17:24881968-24881987(-)"
262787,chr17:24941688-24942913,1225,1114,0.829,Y,Exon:Hn1l,chr17:24942655-24942674(+)
262866,chr17:25273685-25274755,1070,1258,0.936,Y,Promoter:Ube2i;Exon:Ube2i;Intron:Ube2i,"chr17:25274045-25274064(-),chr17:25274320-25274339(-),chr17:25273693-25273712(+),chr17:25274183-25274202(-)"
262867,chr17:25284974-25285431,457,1285,0.956,Y,Intergenic,chr17:25285187-25285206(-)
262869,chr17:25288414-25289208,794,1161,0.864,Y,Intergenic,"chr17:25288534-25288553(+),chr17:25288993-25289012(+),chr17:25288951-25288970(+)"
262873,chr17:25333723-25334408,685,1295,0.964,Y,Intergenic,"chr17:25334181-25334200(-),chr17:25334100-25334119(-),chr17:25333981-25334000(+),chr17:25334102-25334121(+)"
262878,chr17:25363648-25364345,697,1262,0.939,Y,Intergenic,chr17:25363919-25363938(-)
262883,chr17:25397638-25398363,725,1283,0.955,Y,Exon:Cacna1h;Intron:Cacna1h,chr17:25398005-25398024(+)
262895,chr17:25475761-25476284,523,1225,0.911,Y,Intron:Tekt4,chr17:25476094-25476113(+)
262902,chr17:25507709-25508162,453,1172,0.872,Y,Intergenic,"chr17:25507968-25507987(-),chr17:25507876-25507895(-)"
262912,chr17:25567589-25568266,677,1313,0.977,Y,Exon:Sox8;Intron:Sox8,chr17:25567970-25567989(+)
262940,chr17:25698309-25698868,559,1253,0.932,Y,Intergenic,"chr17:25698622-25698641(-),chr17:25698818-25698837(+),chr17:25698821-25698840(+)"
262947,chr17:25731749-25732728,979,1128,0.839,Y,Intergenic,"chr17:25732325-25732344(+),chr17:25732033-25732052(-),chr17:25732262-25732281(+)"
262954,chr17:25773238-25774047,809,1323,0.984,Y,Promoter:Narfl;Exon:Narfl;Intron:Narfl,"chr17:25773663-25773682(+),chr17:25773500-25773519(-)"
262965,chr17:25800970-25801612,642,1265,0.941,Y,Intron:Gm26694,chr17:25801226-25801245(-)
262993,chr17:25893877-25894542,665,1290,0.96,Y,"Intron:Rab40c,Gm26694",chr17:25894123-25894142(+)
263026,chr17:26009425-26010025,600,1304,0.97,Y,Intron:Rab11fip3,"chr17:26009659-26009678(+),chr17:26009842-26009861(-),chr17:26009618-26009637(+)"
263027,chr17:26011817-26012533,716,1307,0.972,Y,Exon:Rab11fip3;Intron:Rab11fip3,"chr17:26011929-26011948(+),chr17:26012333-26012352(-)"
263032,chr17:26041100-26041804,704,1284,0.955,Y,Intron:Rab11fip3,"chr17:26041291-26041310(+),chr17:26041286-26041305(-)"
263047,chr17:26090123-26090955,832,1291,0.961,Y,Promoter:Decr2;Exon:Decr2,chr17:26090557-26090576(-)
263059,chr17:26120120-26120757,637,1229,0.914,Y,Exon:Tmem8;Intron:Tmem8,chr17:26120329-26120348(+)
263092,chr17:26243151-26244667,1516,1122,0.835,Y,Promoter:Fam234a;Exon:Fam234a;Intron:Fam234a,"chr17:26243764-26243783(-),chr17:26243514-26243533(+)"
263100,chr17:26276508-26277230,722,1226,0.912,Y,Intron:Luc7l,chr17:26276896-26276915(+)
263110,chr17:26370588-26371441,853,1141,0.849,Y,Intergenic,chr17:26371008-26371027(-)
263122,chr17:26421364-26422126,762,1115,0.83,Y,Intron:Neurl1b,"chr17:26421761-26421780(-),chr17:26421379-26421398(-)"
263128,chr17:26451373-26451988,615,1132,0.842,Y,Intergenic,"chr17:26451774-26451793(-),chr17:26451793-26451812(+)"
263129,chr17:26452433-26453102,669,1124,0.836,Y,Intergenic,"chr17:26452435-26452454(+),chr17:26452899-26452918(+),chr17:26452784-26452803(-),chr17:26452885-26452904(+)"
263131,chr17:26462533-26463041,508,1271,0.946,Y,Intergenic,chr17:26462806-26462825(+)
263132,chr17:26466417-26467435,1018,1190,0.885,Y,Intergenic,"chr17:26467300-26467319(+),chr17:26466450-26466469(-),chr17:26467338-26467357(-),chr17:26466828-26466847(+)"
263142,chr17:26508491-26509458,967,1206,0.897,Y,Promoter:Dusp1;Exon:Dusp1,"chr17:26508503-26508522(+),chr17:26509199-26509218(-)"
263182,chr17:26638612-26639249,637,1295,0.964,Y,Exon:Ergic1;Intron:Ergic1,chr17:26638876-26638895(-)
263187,chr17:26662771-26663421,650,1306,0.972,Y,Intergenic,chr17:26663072-26663091(+)
263198,chr17:26698588-26699270,682,1127,0.839,Y,Exon:Atp6v0e;Intron:Atp6v0e,chr17:26699001-26699020(+)
263220,chr17:26794676-26795160,484,1227,0.913,Y,Intergenic,chr17:26794920-26794939(+)
263246,chr17:26885887-26886673,786,1328,0.988,Y,"Promoter:Gm17382;Exon:Gm17382;Intron:Gm20468,Gm17382",chr17:26886294-26886313(-)
263247,chr17:26895268-26896114,846,1299,0.967,Y,Intron:Gm20468,chr17:26895736-26895755(+)
263252,chr17:26916312-26916989,677,1338,0.996,Y,Promoter:Kifc5b,chr17:26916784-26916803(+)
263280,chr17:27001815-27002302,487,1149,0.855,Y,Intron:Ggnbp1,chr17:27002078-27002097(+)
263281,chr17:27004361-27004837,476,1240,0.923,Y,Intron:Ggnbp1,"chr17:27004412-27004431(-),chr17:27004617-27004636(+)"
263288,chr17:27028260-27028887,627,1213,0.903,Y,"Promoter:Bak1;Exon:Bak1,Ggnbp1;Intron:Bak1,Ggnbp1","chr17:27028629-27028648(-),chr17:27028819-27028838(-)"
263289,chr17:27032795-27033274,479,1294,0.963,Y,Exon:Ggnbp1;Intron:Ggnbp1,"chr17:27032915-27032934(-),chr17:27033038-27033057(+)"
263295,chr17:27047715-27048160,445,1172,0.872,Y,Intergenic,chr17:27047939-27047958(+)
263302,chr17:27071634-27072340,706,1202,0.894,Y,Intron:Itpr3,chr17:27071930-27071949(+)
263304,chr17:27077858-27078329,471,1146,0.853,Y,Intron:Itpr3,chr17:27078111-27078130(+)
263305,chr17:27085539-27086151,612,1275,0.949,Y,Intron:Itpr3,chr17:27085910-27085929(-)
263313,chr17:27120640-27121058,418,1150,0.856,Y,Exon:Itpr3;Intron:Itpr3,"chr17:27121013-27121032(+),chr17:27120865-27120884(-)"
263315,chr17:27124863-27125570,707,1277,0.95,Y,Exon:Uqcc2;Intron:Uqcc2,"chr17:27125265-27125284(+),chr17:27125326-27125345(-)"
263322,chr17:27151332-27151885,553,1167,0.868,Y,Intron:Ip6k3,chr17:27151593-27151612(+)
263330,chr17:27189786-27190408,622,1320,0.982,Y,Exon:Lemd2,"chr17:27190228-27190247(-),chr17:27189817-27189836(-),chr17:27189994-27190013(+)"
263399,chr17:27520338-27521135,797,1281,0.953,Y,Promoter:Gm16005,"chr17:27520761-27520780(-),chr17:27520916-27520935(+)"
263404,chr17:27534596-27535165,569,1332,0.991,Y,Intergenic,"chr17:27534886-27534905(+),chr17:27534953-27534972(+)"
263415,chr17:27564576-27566423,1847,1275,0.949,Y,Promoter:AI413582;Exon:AI413582;Intron:AI413582,"chr17:27565835-27565854(+),chr17:27566319-27566338(+),chr17:27564719-27564738(+)"
263437,chr17:27629270-27629867,597,1221,0.908,Y,Intergenic,chr17:27629431-27629450(-)
263440,chr17:27638584-27639324,740,1171,0.871,Y,Promoter:Rps10,chr17:27638981-27639000(-)
263444,chr17:27650084-27650546,462,1285,0.956,Y,Intergenic,chr17:27650316-27650335(+)
263462,chr17:27701848-27702974,1126,1225,0.911,Y,Exon:Pacsin1;Intron:Pacsin1,"chr17:27702189-27702208(+),chr17:27702689-27702708(+),chr17:27702037-27702056(+),chr17:27702632-27702651(-)"
263476,chr17:27761560-27762107,547,1219,0.907,Y,Intron:D17Wsu92e,"chr17:27761902-27761921(-),chr17:27761843-27761862(-)"
263480,chr17:27768827-27769625,798,1263,0.94,Y,Intron:D17Wsu92e,"chr17:27769395-27769414(-),chr17:27768965-27768984(+)"
263498,chr17:27830092-27830824,732,1151,0.856,Y,Intergenic,"chr17:27830540-27830559(+),chr17:27830578-27830597(-)"
263541,chr17:27989621-27990205,584,1317,0.98,Y,"Intron:Anks1,Gm15598",chr17:27989953-27989972(+)
263550,chr17:28013197-28013705,508,1139,0.847,Y,Intron:Anks1,chr17:28013457-28013476(-)
263559,chr17:28048367-28048911,544,1210,0.9,Y,Intron:Anks1,"chr17:28048645-28048664(-),chr17:28048710-28048729(-)"
263567,chr17:28079385-28080216,831,1122,0.835,Y,Promoter:Tcp11;Exon:Tcp11;Intron:Tcp11,chr17:28079770-28079789(-)
263570,chr17:28084710-28085350,640,1293,0.962,Y,Intergenic,"chr17:28085113-28085132(+),chr17:28085103-28085122(+)"
263577,chr17:28106242-28106792,550,1134,0.844,Y,Intergenic,chr17:28106543-28106562(+)
263581,chr17:28133011-28133565,554,1286,0.957,Y,Intergenic,"chr17:28133361-28133380(-),chr17:28133358-28133377(-)"
263589,chr17:28163535-28164368,833,1298,0.966,Y,Exon:Scube3;Intron:Scube3,chr17:28163862-28163881(-)
263598,chr17:28204000-28204886,886,1293,0.962,Y,Exon:Zfp523;Intron:Zfp523,"chr17:28204004-28204023(-),chr17:28204513-28204532(+)"
263600,chr17:28213157-28213830,673,1166,0.868,Y,Intron:Def6,chr17:28213446-28213465(-)
263605,chr17:28225987-28226679,692,1276,0.949,Y,Exon:Def6;Intron:Def6,"chr17:28226199-28226218(+),chr17:28226196-28226215(+),chr17:28226268-28226287(+)"
263606,chr17:28232062-28233016,954,1323,0.984,Y,Promoter:Ppard;Exon:Ppard;Intron:Ppard,"chr17:28232545-28232564(+),chr17:28232649-28232668(+)"
263614,chr17:28260024-28260817,793,1232,0.917,Y,Intron:Ppard,chr17:28260393-28260412(-)
263618,chr17:28274703-28275227,524,1141,0.849,Y,Intron:Ppard,chr17:28274948-28274967(+)
263628,chr17:28308765-28309399,634,1260,0.938,Y,Intergenic,"chr17:28309007-28309026(-),chr17:28308780-28308799(-)"
263637,chr17:28328142-28328853,711,1260,0.938,Y,Promoter:Rpl10a;Exon:Rpl10a;Intron:Rpl10a,chr17:28328445-28328464(+)
263651,chr17:28368389-28369021,632,1323,0.984,Y,Intergenic,"chr17:28368822-28368841(-),chr17:28368649-28368668(-),chr17:28368731-28368750(-)"
263653,chr17:28373703-28374367,664,1272,0.946,Y,Intergenic,chr17:28373991-28374010(+)
263655,chr17:28385739-28386754,1015,1272,0.946,Y,Intergenic,"chr17:28386371-28386390(+),chr17:28386450-28386469(-),chr17:28385907-28385926(-)"
263665,chr17:28407041-28407944,903,1292,0.961,Y,Intron:Fkbp5,chr17:28407574-28407593(+)
263675,chr17:28454964-28455849,885,1140,0.848,Y,Intron:Fkbp5,chr17:28455307-28455326(-)
263703,chr17:28527861-28528557,696,1316,0.979,Y,Promoter:Gm25195,chr17:28528178-28528197(-)
263713,chr17:28552958-28553639,681,1310,0.975,Y,Intergenic,"chr17:28553235-28553254(-),chr17:28553484-28553503(-),chr17:28553245-28553264(-)"
263726,chr17:28592725-28593479,754,1321,0.983,Y,Intron:Srpk1,"chr17:28593184-28593203(+),chr17:28593171-28593190(-)"
263740,chr17:28648447-28649045,598,1210,0.9,Y,Intron:Slc26a8,"chr17:28648809-28648828(-),chr17:28648699-28648718(+)"
263750,chr17:28690750-28691794,1044,1197,0.891,Y,"Promoter:Mapk14,Slc26a8;Exon:Mapk14",
263768,chr17:28761751-28762231,480,1319,0.981,Y,Intergenic,"chr17:28762056-28762075(+),chr17:28762054-28762073(-)"
263792,chr17:28855106-28855768,662,1141,0.849,Y,Exon:Pnpla1os,chr17:28855355-28855374(+)
263798,chr17:28879707-28880210,503,1295,0.964,Y,Intron:Pnpla1,"chr17:28879781-28879800(-),chr17:28880009-28880028(+)"
263805,chr17:28904545-28905113,568,1231,0.916,Y,Promoter:1700030A11Rik;Exon:4930539E08Rik;Intron:4930539E08Rik,"chr17:28904602-28904621(-),chr17:28904882-28904901(+)"
263809,chr17:28926303-28926826,523,1236,0.92,Y,Promoter:Gm16191;Intron:Gm16191,chr17:28926592-28926611(-)
263810,chr17:28927016-28927687,671,1282,0.954,Y,Promoter:Gm16191;Intron:Gm16191,chr17:28927471-28927490(-)
263812,chr17:28936529-28937012,483,1187,0.883,Y,"Exon:Gm16191;Intron:Pxt1,Gm16191",chr17:28936780-28936799(+)
263828,chr17:28987577-28988144,567,1275,0.949,Y,Intron:Stk38,"chr17:28987934-28987953(-),chr17:28987895-28987914(+)"
263837,chr17:29015623-29016240,617,1128,0.839,Y,Promoter:Gm16196;Exon:Gm16196;Intron:Gm16196,chr17:29015837-29015856(-)
263849,chr17:29044842-29045290,448,1190,0.885,Y,Intergenic,chr17:29045070-29045089(+)
263852,chr17:29048930-29049534,604,1219,0.907,Y,Intergenic,chr17:29049338-29049357(+)
263867,chr17:29095239-29095969,730,1329,0.989,Y,Intron:Cdkn1a,chr17:29095631-29095650(-)
263890,chr17:29169183-29169761,578,1113,0.828,Y,Exon:Cpne5;Intron:Cpne5,chr17:29169380-29169399(+)
263891,chr17:29170948-29171556,608,1297,0.965,Y,Intron:Cpne5,chr17:29171317-29171336(-)
263916,chr17:29246614-29247442,828,1293,0.962,Y,Intergenic,"chr17:29247273-29247292(+),chr17:29246842-29246861(-),chr17:29246687-29246706(-),chr17:29246644-29246663(+)"
263918,chr17:29259345-29259894,549,1235,0.919,Y,Intron:Ppil1,chr17:29259669-29259688(+)
263922,chr17:29268335-29268990,655,1286,0.957,Y,Promoter:BC004004;Exon:BC004004,chr17:29268743-29268762(+)
