Union ID,Loci,Union length,Occupancy score,Occupancy frequency,Constitutive,Genomic feature,Motif,Cell type gain,Cell type lost
390122,chr14:22853039-22853800,761,2088,0.996,Y,Intergenic,"chr14:22853215-22853234(-),chr14:22853606-22853625(-)",,
390126,chr14:22872552-22872993,441,2075,0.99,Y,Promoter:LRP10;Exon:LRP10;Intron:LRP10,chr14:22872727-22872746(+),,
390134,chr14:22899966-22900722,756,1914,0.913,Y,Exon:RBM23,chr14:22900390-22900409(-),,mesothelial_epicardium
390145,chr14:22929953-22931109,1156,2061,0.983,Y,"Promoter:PRMT5,PRMT5-DT,TRR-ACG1-3;Intron:PRMT5-DT","chr14:22930297-22930316(+),chr14:22930313-22930332(-)",,
390147,chr14:22940481-22941332,851,1832,0.874,Y,Intron:PRMT5-DT,chr14:22941072-22941091(+),,"cortex,WA01,GBM8"
390152,chr14:22973221-22973939,718,1988,0.948,Y,Exon:AJUBA;Intron:AJUBA,chr14:22973742-22973761(+),,Mutu-LCL
390156,chr14:22982436-22983655,1219,1878,0.896,Y,"Promoter:AJUBA,AJUBA-DT;Exon:AJUBA","chr14:22982713-22982732(+),chr14:22983274-22983293(-),chr14:22983463-22983482(-)",,"Caov-3,FULVR"
390157,chr14:22986590-22986949,359,2025,0.966,Y,Exon:C14orf93;Intron:AJUBA-DT,chr14:22986741-22986760(+),,
390159,chr14:22994692-22995419,727,1890,0.901,Y,"Intron:AJUBA-DT,C14orf93",chr14:22994889-22994908(+),,brainstem
390175,chr14:23109190-23109693,503,1647,0.785,Y,Intergenic,chr14:23109411-23109430(-),,"spleen,mesothelial_epicardium,EFO-27,NCI-H929,Calu-3,LoVo,neutrophil,CUTLL1,retina,RUES1,LUHMES,bipolar_spindle_neuron,GM25256"
390179,chr14:23120731-23121218,487,2094,0.999,Y,Promoter:CEBPE,"chr14:23120933-23120952(+),chr14:23121001-23121020(+)",,
390205,chr14:23186809-23187628,819,2025,0.966,Y,Promoter:RNF212B;Intron:RNF212B,chr14:23187242-23187261(-),,
390219,chr14:23264866-23265584,718,1761,0.84,Y,Promoter:HMGN2P1;Intron:RNF212B,"chr14:23265208-23265227(+),chr14:23265262-23265281(+)",,"cortex,FB8470,FULVR"
390225,chr14:23294922-23295609,687,2053,0.979,Y,Promoter:H3P37,"chr14:23295158-23295177(+),chr14:23295169-23295188(-)",,
390227,chr14:23301348-23302168,820,2031,0.969,Y,Promoter:PPP1R3E;Exon:PPP1R3E;Intron:PPP1R3E,"chr14:23301381-23301400(-),chr14:23301575-23301594(-),chr14:23301849-23301868(-),chr14:23301968-23301987(+)",,MCF-10CA1a
390238,chr14:23328038-23328783,745,2044,0.975,Y,Intergenic,chr14:23328204-23328223(+),,"FULVR,HSPC"
390253,chr14:23379883-23380798,915,2076,0.99,Y,Intergenic,chr14:23380112-23380131(-),,
390275,chr14:23468884-23469891,1007,2036,0.971,Y,Promoter:NGDN;Exon:NGDN;Intron:NGDN,"chr14:23469269-23469288(-),chr14:23469578-23469597(+)",,
390277,chr14:23478090-23478670,580,1859,0.887,Y,Exon:NGDN,chr14:23478478-23478497(+),,HSPC
390292,chr14:23539265-23540182,917,2042,0.974,Y,"Intron:THTPA,ZFHX2",chr14:23539777-23539796(-),,
390298,chr14:23559478-23559875,397,2040,0.973,Y,"Promoter:AP1G2-AS1;Exon:AP1G2,THTPA;Intron:AP1G2","chr14:23559649-23559668(-),chr14:23559693-23559712(-)",,
390300,chr14:23562702-23563118,416,2034,0.97,Y,"Promoter:AP1G2-AS1;Exon:AP1G2;Intron:AP1G2,AP1G2-AS1",chr14:23562901-23562920(-),,
390311,chr14:23588952-23589541,589,2057,0.981,Y,Intergenic,"chr14:23589009-23589028(-),chr14:23589155-23589174(+),chr14:23589241-23589260(-)",,
390326,chr14:23631699-23632528,829,2081,0.992,Y,Promoter:DHRS2;Intron:DHRS2,chr14:23632113-23632132(+),,
390334,chr14:23665404-23666441,1037,1748,0.834,Y,Intergenic,chr14:23666070-23666089(+),,"coronary_artery,cortex,primitive_cardiomyocite,brainstem,neutrophil,HSPC"
390345,chr14:23727256-23727972,716,1594,0.76,Y,Promoter:LOC105370409;Intron:LOC105370409,chr14:23727714-23727733(+),,"gastrocnemius_medialis,EndoC-[beta]H3,brainstem,MDA-MB-157,mesoderm,Mutu-LCL,uterus,neutrophil,R1-hiPSC4,vagina,ovary"
390381,chr14:23910348-23911031,683,2003,0.955,Y,Intron:LINC00596,"chr14:23910525-23910544(-),chr14:23910772-23910791(-)",,neutrophil
390384,chr14:23929542-23930335,793,2068,0.986,Y,Promoter:LOC105370411;Exon:LOC105370411;Intron:LINC00596,chr14:23929942-23929961(-),,
390390,chr14:23953491-23954523,1032,2081,0.992,Y,"Promoter:DHRS4,DHRS4-AS1;Exon:DHRS4,DHRS4-AS1;Intron:DHRS4,DHRS4-AS1",chr14:23954200-23954219(-),,
390406,chr14:24013915-24014339,424,2060,0.982,Y,Intron:DHRS4L1,chr14:24014118-24014137(+),,
390413,chr14:24036661-24037187,526,1986,0.947,Y,Intron:DHRS4L1,chr14:24036912-24036931(-),,brainstem
390418,chr14:24057971-24058703,732,2002,0.955,Y,Exon:CARMIL3;Intron:CARMIL3,"chr14:24058041-24058060(-),chr14:24058450-24058469(+)",,Mutu-LCL
390425,chr14:24090459-24090942,483,2060,0.982,Y,Intron:NRL,"chr14:24090696-24090715(-),chr14:24090698-24090717(+),chr14:24090725-24090744(-)",,
390430,chr14:24108596-24109270,674,2072,0.988,Y,Intron:NRL,chr14:24108985-24109004(-),,
390441,chr14:24141034-24142018,984,1561,0.744,Y,"Promoter:EMC9,MIR7703;Exon:EMC9;Intron:EMC9",chr14:24141562-24141581(-),,"MDA-MB-435,mesenchymal_stromal,Tet21N,IOSE11,AT1-like,A-549,U2OS,LUHMES,macrophage,MCF-10CA1a,GM25256"
390445,chr14:24160930-24161514,584,2094,0.999,Y,Promoter:IRF9;Exon:IRF9;Intron:IRF9,"chr14:24161018-24161037(-),chr14:24161153-24161172(-)",,
390458,chr14:24215832-24216394,562,1922,0.917,Y,"Promoter:MDP1;Exon:MDP1;Intron:MDP1,NEDD8-MDP1","chr14:24216095-24216114(+),chr14:24216114-24216133(-)",,"mesothelial_epicardium,brainstem"
390467,chr14:24242593-24243389,796,1917,0.914,Y,Promoter:TINF2;Exon:TINF2,"chr14:24242755-24242774(-),chr14:24243055-24243074(+),chr14:24243302-24243321(+)",,
390473,chr14:24271206-24271855,649,2018,0.962,Y,"Promoter:NOP9,RABGGTA;Exon:NOP9,RABGGTA;Intron:NOP9","chr14:24271461-24271480(-),chr14:24271584-24271603(-)",,
390482,chr14:24296717-24297238,521,1990,0.949,Y,"Exon:DHRS1;Intron:DHRS1,NOP9",chr14:24297021-24297040(-),,
390487,chr14:24307911-24308617,706,2064,0.984,Y,"Promoter:LTB4R2;Exon:CIDEB,NOP9;Intron:CIDEB",chr14:24308269-24308288(-),,
390495,chr14:24331984-24332570,586,1776,0.847,Y,Exon:ADCY4;Intron:ADCY4,chr14:24332331-24332350(-),,"brainstem,A549-ACE2"
390496,chr14:24333556-24334097,541,2055,0.98,Y,Promoter:ADCY4;Intron:ADCY4,"chr14:24333668-24333687(+),chr14:24333783-24333802(+)",,
390502,chr14:24365403-24366025,622,1962,0.936,Y,Promoter:NFATC4;Exon:LOC124903291,"chr14:24365745-24365764(+),chr14:24365829-24365848(+)",,"MDA-MB-435,EFO-27,NCI-H929,brain,LoVo,tongue"
390519,chr14:24411872-24412593,721,1972,0.94,Y,Exon:NYNRIN,chr14:24412281-24412300(-),,neutrophil
390530,chr14:24431684-24432223,539,2074,0.989,Y,Exon:KHNYN,"chr14:24431934-24431953(-),chr14:24432128-24432147(+)",,
390532,chr14:24436654-24437508,854,1960,0.935,Y,Exon:KHNYN;Intron:KHNYN,"chr14:24436766-24436785(-),chr14:24436887-24436906(-),chr14:24437212-24437231(+)",,
390538,chr14:24481308-24482479,1171,1910,0.911,Y,Intron:LOC101927045,"chr14:24481733-24481752(+),chr14:24482257-24482276(-)",,"gastrocnemius_medialis,cortex,brainstem,tibial_artery,lymph_node,thoracic_aorta,uterus,vagina,ovary"
390556,chr14:24605214-24605780,566,1899,0.906,Y,Intergenic,"chr14:24605535-24605554(-),chr14:24605571-24605590(+),chr14:24605638-24605657(+)",,"EndoC-[beta]H3,brainstem,ovary"
390570,chr14:24678817-24679298,481,2079,0.991,Y,Intergenic,"chr14:24679089-24679108(-),chr14:24679160-24679179(+)",,
390578,chr14:24710126-24711183,1057,2007,0.957,Y,Intergenic,chr14:24710584-24710603(+),,FULVR
390582,chr14:24734636-24735729,1093,1933,0.922,Y,Intergenic,chr14:24735087-24735106(+),,"cortex,FULVR,BEAS-2B,HSPC,ovary"
390590,chr14:24805955-24806684,729,1972,0.94,Y,Intergenic,"chr14:24806396-24806415(+),chr14:24806457-24806476(+)",,"neutrophil,A549-ACE2"
390642,chr14:25132472-25133431,959,2039,0.972,Y,Intron:LINC02286,chr14:25132995-25133014(-),,
390647,chr14:25150948-25151342,394,1910,0.911,Y,Intron:LINC02286,chr14:25151109-25151128(-),,"cortex,Mutu-LCL,KB,HSPC"
390671,chr14:25400370-25401161,791,1913,0.912,Y,Intron:LOC112268135,chr14:25400796-25400815(-),,"mesenchymal_stromal,R1-hiPSC8,Mutu-LCL,neutrophil,FULVR,HSPC"
390672,chr14:25406337-25407314,977,1632,0.778,Y,Intron:LOC112268135,chr14:25406929-25406948(-),,"BM-hMSC-TERT4,spleen,psoas_muscle,gastrocnemius_medialis,coronary_artery,EndoC-[beta]H3,cortex,EFO-27,mesenchymal_stromal,MCAS,uterus,neutrophil,FULVR,RPE,RPE1,vagina,HSPC,ovary"
390687,chr14:25537710-25538296,586,1615,0.77,Y,Intergenic,"chr14:25538032-25538051(-),chr14:25538035-25538054(+)",,"spleen,gastrocnemius_medialis,cortex,AG04450,CP-A,brainstem,mesenchymal_stromal,LCL1,MCAS,FT282,AC7,uterus,neutrophil,tibial_nerve,FULVR,A549-ACE2,WI-38,RPE,RPE1,vagina,NHLF,HSPC,myocyte,thyroid_gland,ovary"
390819,chr14:26984273-26985284,1011,1938,0.924,Y,Intergenic,"chr14:26984571-26984590(-),chr14:26984738-26984757(-)",,"Caov-3,neutrophil,FULVR"
390942,chr14:28609041-28609652,611,1888,0.9,Y,Intron:LINC02300,chr14:28609410-28609429(-),,"uterus,neutrophil,HSPC,ovary"
390945,chr14:28635066-28636040,974,1685,0.804,Y,Intergenic,chr14:28635595-28635614(-),,"cortex,Caov-3,mesenchymal_stromal,Rh4,IOSE11,CV-hIPS-B,Rh30,Mutu-LCL,R1-hiPSC4,FULVR,KB,HSPC"
390959,chr14:28751396-28751933,537,1760,0.839,Y,Intron:FOXG1-AS1,chr14:28751634-28751653(+),,"gastrocnemius_medialis,monocyte,neutrophil,NK,Myometrium,vagina"
390960,chr14:28754234-28754693,459,1779,0.848,Y,Intron:FOXG1-AS1,chr14:28754407-28754426(+),,"Mutu-LCL,neutrophil,NK,FULVR,HSPC"
390961,chr14:28756967-28757494,527,1577,0.752,Y,Intron:FOXG1-AS1,"chr14:28757300-28757319(+),chr14:28757423-28757442(-)",,"HEK-293,T-cell,gastrocnemius_medialis,HEC-1-B,NCI-H929,monocyte,LNCaP,DND-41,PC-9,KMS-11,Kuramochi,Mutu-LCL,Loucy,neutrophil,CUTLL1,NK,HEK-293T"
390987,chr14:29016224-29016891,667,1798,0.857,Y,"Intron:LINC02326,LOC107984685",chr14:29016470-29016489(+),,"T-cell,gastrocnemius_medialis,right_atrium_auricular_region,thoracic_aorta,neutrophil,NK"
391037,chr14:29536660-29537302,642,1510,0.72,Y,Intergenic,chr14:29537089-29537108(-),,"IMR32,cortex,786-O,CD36,monocyte,R1-hiPSC8,mesoderm,CV-hIPS-B,LoVo,Mutu-LCL,neutrophil,R1-hiPSC4,KB,HSPC,GM25256"
391040,chr14:29548606-29549614,1008,1783,0.85,Y,Intergenic,chr14:29549046-29549065(+),,"EFO-27,mesenchymal_stromal,R1-hiPSC8,Mutu-LCL,neutrophil,FULVR,BEAS-2B,KB,HSPC"
391093,chr14:30005058-30005739,681,1695,0.808,Y,Intergenic,chr14:30005306-30005325(-),,"IMR32,GM18526,cortex,MCAS,monocyte,R1-hiPSC8,LoVo,Mutu-LCL,neutrophil,CUTLL1,NK,GM12865,macrophage,NALM-6,FULVR,BEAS-2B,KB,GM12874"
391114,chr14:30214119-30215080,961,1829,0.872,Y,Intergenic,chr14:30214649-30214668(-),,"mesenchymal_stromal,monocyte,neutrophil,NK,FULVR,HSPC"
391124,chr14:30270619-30271143,524,2051,0.978,Y,Intergenic,chr14:30270854-30270873(-),,
391126,chr14:30283618-30284481,863,1877,0.895,Y,Intergenic,chr14:30284020-30284039(-),,"spleen,cortex,Mutu-LCL,uterus,neutrophil,NK,FULVR,vagina,ovary"
391139,chr14:30375226-30375816,590,1990,0.949,Y,Intergenic,"chr14:30375482-30375501(+),chr14:30375485-30375504(+)",,"cortex,neutrophil"
391149,chr14:30443375-30443891,516,1557,0.742,Y,"Intron:G2E3-AS1,LOC112267868",chr14:30443594-30443613(-),,"mesothelial_epicardium,cortex,monocyte,uterus,neutrophil,CUTLL1,colon,macrophage,NALM-6,stomach,vagina,HSPC"
391157,chr14:30521656-30522732,1076,1880,0.897,Y,Intron:G2E3-AS1,chr14:30522092-30522111(-),,"cortex,brainstem,FB8470,mesenchymal_stromal,Mutu-LCL,FULVR,HSPC"
391184,chr14:30655721-30656723,1002,1987,0.948,Y,Intron:SCFD1,chr14:30656352-30656371(+),,
391237,chr14:30980088-30980554,466,1940,0.925,Y,Intron:STRN3,chr14:30980305-30980324(+),,"cortex,mesenchymal_stromal"
391257,chr14:31081728-31082608,880,1970,0.939,Y,Intron:AP4S1,chr14:31082176-31082195(-),,"cortex,mesenchymal_stromal,Mutu-LCL,FULVR,HSPC"
391292,chr14:31207301-31208478,1177,2013,0.96,Y,Promoter:HECTD1;Exon:HECTD1,"chr14:31207713-31207732(+),chr14:31208064-31208083(+)",,tongue
391328,chr14:31355825-31356561,736,1983,0.946,Y,Intron:HEATR5A,chr14:31356161-31356180(-),,"cortex,brainstem,FB8470,mesenchymal_stromal,R1-hiPSC8,FULVR"
391347,chr14:31449904-31450693,789,1749,0.834,Y,"Intron:DTD2,HEATR5A-DT",chr14:31450188-31450207(-),,"cortex,brainstem,FB8470,LCL1,Rh4,R1-hiPSC8,CV-hIPS-B,HSPC"
391358,chr14:31510070-31510821,751,1774,0.846,Y,Intron:LOC105370438,chr14:31510319-31510338(+),,"IMR32,cortex,brainstem,Rh4,Mutu-LCL,HEL,normal_urothelial,R1-hiPSC4,D-54MG,FULVR,BEAS-2B,KB,HSPC"
391421,chr14:31925837-31926662,825,1889,0.901,Y,Intergenic,chr14:31926235-31926254(+),,"cortex,neuron,FULVR,HSPC"
391426,chr14:31934615-31935076,461,1559,0.743,Y,Intergenic,chr14:31934862-31934881(+),,"GM09237,mesothelial_epicardium,mesenchymal_stromal,monocyte,SU-DHL-6,R1-hiPSC1,PLC-PRF-5,Ca-Ski,neutrophil,CUTLL1,GM17942,U2OS,RUES1,NK,FULVR,BEAS-2B,stomach,GM25256"
391465,chr14:32073453-32073975,522,1866,0.89,Y,Intergenic,chr14:32073766-32073785(+),,"cortex,FB8470,R1-hiPSC1,NALM-6,HSPC"
391504,chr14:32252060-32252501,441,2004,0.956,Y,Intergenic,chr14:32252264-32252283(-),,FULVR
391505,chr14:32254622-32255383,761,1985,0.947,Y,Intergenic,chr14:32255029-32255048(-),,neutrophil
391547,chr14:32469019-32469950,931,1668,0.795,Y,Intron:AKAP6,chr14:32469595-32469614(-),,"cortex,brainstem,FB8470,monocyte,Rh4,CV-hIPS-B,Rh30,Mutu-LCL,neutrophil,normal_urothelial,FULVR,KB,HSPC"
391556,chr14:32513328-32514236,908,1504,0.717,Y,Intron:AKAP6,chr14:32513759-32513778(-),,"Kasumi-1,cortex,H1,brainstem,mesenchymal_stromal,FB0167P,Rh4,R1-hiPSC1,R1-hiPSC8,CV-hIPS-B,Mutu-LCL,neutrophil,normal_urothelial,SMS-CTR,CyT49,KB,HSPC,GM25256"
391562,chr14:32560227-32560681,454,2011,0.959,Y,Intron:AKAP6,chr14:32560449-32560468(-),,"neutrophil,FULVR,HSPC"
391564,chr14:32575813-32576822,1009,2062,0.983,Y,Intron:AKAP6,chr14:32576272-32576291(+),,
391565,chr14:32588276-32588876,600,1789,0.853,Y,Intron:AKAP6,"chr14:32588637-32588656(-),chr14:32588639-32588658(+)",,"cortex,R1-hiPSC8,MDA-MB-157,neutrophil,HSPC,ovary"
391590,chr14:32710773-32711673,900,1799,0.858,Y,Intron:AKAP6,"chr14:32711260-32711279(-),chr14:32711262-32711281(+)",,"EFO-27,brainstem,mesenchymal_stromal,neutrophil,NK,BEAS-2B"
391702,chr14:33432223-33432883,660,1550,0.739,Y,Intron:NPAS3,chr14:33432594-33432613(-),,"IMR32,cortex,H1,brainstem,FB8470,mesenchymal_stromal,T-lymphocyte,MDA-MB-157,CV-hIPS-B,Mutu-LCL,uterus,neutrophil,CUTLL1,GM12872,RUES1,NK,NALM-6,WI-38,KB,HSPC,ovary,GM25256"
391748,chr14:33675955-33676488,533,1523,0.726,Y,Exon:NPAS3;Intron:NPAS3,chr14:33676200-33676219(+),,"Kasumi-1,spleen,T-cell,EndoC-[beta]H3,WA01,monocyte,DND-41,tibial_artery,uterus,neutrophil,CUTLL1,U2OS,NK,colon,macrophage,pancreas,Myometrium,WI-38,esophagus_squamous_epithelium,adrenal_gland,thyroid_gland,ovary"
391780,chr14:33792660-33793309,649,2078,0.991,Y,Intron:NPAS3,"chr14:33792823-33792842(+),chr14:33792854-33792873(-)",,
391786,chr14:33839308-33839966,658,2043,0.974,Y,Intergenic,"chr14:33839352-33839371(-),chr14:33839790-33839809(+),chr14:33839907-33839926(-)",,
391791,chr14:33849141-33849590,449,1940,0.925,Y,Intergenic,chr14:33849383-33849402(+),,"Kasumi-1,neutrophil,NK,WI-38,ovary"
391858,chr14:34098635-34099316,681,1834,0.875,Y,Promoter:LOC105370444;Exon:LOC105370444;Intron:LOC102724945,chr14:34098871-34098890(-),,"Kasumi-1,EndoC-[beta]H3,LCL1,neutrophil,CUTLL1,HSPC"
391893,chr14:34227760-34228669,909,2021,0.964,Y,Intergenic,chr14:34228184-34228203(-),,neutrophil
391905,chr14:34300832-34301559,727,1889,0.901,Y,Intergenic,chr14:34301321-34301340(-),,"cortex,mesenchymal_stromal,Mutu-LCL,neutrophil,FULVR,HSPC,ovary"
391911,chr14:34322894-34323734,840,1990,0.949,Y,Intergenic,chr14:34323133-34323152(-),,FULVR
391913,chr14:34323979-34324867,888,1812,0.864,Y,Intergenic,chr14:34324534-34324553(-),,"cortex,Caov-3,mesenchymal_stromal,Tet21N,Mutu-LCL,FULVR,ovary"
391914,chr14:34331420-34332065,645,2058,0.981,Y,Intergenic,chr14:34331821-34331840(+),,cortex
391965,chr14:34498743-34499199,456,1619,0.772,Y,Intergenic,chr14:34498968-34498987(-),,"cortex,mesenchymal_stromal,nephron,tibial_artery,thoracic_aorta,uterus,neutrophil,nephron_organoid,NK,BEAS-2B,ovary"
392001,chr14:34672240-34673249,1009,2022,0.964,Y,Intergenic,"chr14:34672360-34672379(+),chr14:34672750-34672769(+)",,"Caov-3,IOSE11"
392017,chr14:34722382-34723331,949,2052,0.979,Y,Intergenic,,,
392057,chr14:34981296-34983172,1876,1556,0.742,Y,"Promoter:SRP54,SRP54-AS1;Exon:SRP54,SRP54-AS1;Intron:SRP54-AS1",,,"Caov-3,RUES1,macrophage,GBM8,HSPC,GM25256"
392088,chr14:35214829-35215766,937,1610,0.768,Y,"Intron:PRORP,PRORP-PSMA6",chr14:35215248-35215267(+),,"IMR32,cortex,mesenchymal_stromal,Rh4,Rh30,Mutu-LCL,R1-hiPSC4,HSPC,GM25256"
392149,chr14:35406865-35407378,513,1940,0.925,Y,Intergenic,chr14:35407100-35407119(-),,"mesenchymal_stromal,NALM-6,FULVR,HSPC"
392150,chr14:35413208-35413867,659,2023,0.965,Y,Intergenic,chr14:35413436-35413455(-),,
392151,chr14:35422246-35423063,817,2062,0.983,Y,Intergenic,chr14:35422563-35422582(-),,
392152,chr14:35438553-35439472,919,1713,0.817,Y,Intergenic,,,"gastrocnemius_medialis,cortex,brainstem,Tet21N,Mutu-LCL,thoracic_aorta,uterus,neutrophil,BEAS-2B,breast_epithelium,vagina,ovary"
392179,chr14:35687081-35687970,889,1942,0.926,Y,Intron:RALGAPA1,"chr14:35687507-35687526(-),chr14:35687509-35687528(+)",,"IMR32,cortex,FB8470,FULVR"
392191,chr14:35808455-35809537,1082,1675,0.799,Y,Promoter:RALGAPA1;Exon:RALGAPA1;Intron:RALGAPA1,"chr14:35808668-35808687(+),chr14:35809064-35809083(-)",,"Ca-Ski,U2OS,tongue,macrophage,MCF-10CA1a,GM25256"
392192,chr14:35814378-35814798,420,1954,0.932,Y,Intergenic,"chr14:35814575-35814594(-),chr14:35814585-35814604(-)",,cortex
392194,chr14:35818359-35818724,365,1609,0.767,Y,Promoter:NUTF2P2,,,"mesenchymal_stromal,neutrophil,FULVR,HSPC"
392196,chr14:35821815-35822394,579,1886,0.899,Y,Intergenic,,,"hepatocyte,cortex,neural_crest,nephron,lymph_node,cardiac_progenitor,nephron_organoid,brain_organoid,NALM-6,HSPC"
392207,chr14:35883238-35884296,1058,1900,0.906,Y,Intergenic,chr14:35883853-35883872(+),,"cortex,brainstem,uterus,neutrophil,FULVR"
392242,chr14:36069150-36070033,883,1859,0.887,Y,"Promoter:LINC00609,LOC105370452","chr14:36069662-36069681(-),chr14:36069816-36069835(-),chr14:36069896-36069915(-)",,"psoas_muscle,gastrocnemius_medialis,EndoC-[beta]H3,tibial_artery,uterus,NK,FULVR,breast_epithelium,vagina,ovary"
392243,chr14:36070078-36070817,739,1898,0.905,Y,Promoter:LINC00609;Exon:LINC00609;Intron:LINC00609,chr14:36070633-36070652(+),,"spleen,uterus,neutrophil,NK,vagina,ovary"
392282,chr14:36373997-36374473,476,2062,0.983,Y,Intergenic,chr14:36374215-36374234(-),,
392316,chr14:36524788-36525919,1131,1613,0.769,Y,Promoter:LOC105370453;Exon:LOC105370453;Intron:LOC105370453,"chr14:36524944-36524963(-),chr14:36525680-36525699(-)",,"Kasumi-1,EndoC-[beta]H3,brainstem,monocyte,SU-DHL-6,DND-41,OCI-Ly7,Calu-3,BLaER,KMS-11,SEM,Rh30,Ca-Ski,uterus,neutrophil,MOLT-14,NK,macrophage,697,VCaP,SiHa,MM1.S,vagina,RKO,ovary,T-ALL"
392321,chr14:36553530-36554155,625,1783,0.85,Y,Intron:LOC105370453,chr14:36553839-36553858(+),,"cortex,mesenchymal_stromal,monocyte,Mutu-LCL,neutrophil,FULVR"
392322,chr14:36556441-36557166,725,1946,0.928,Y,Intron:LOC105370453,chr14:36556995-36557014(-),,"NK,FULVR,HSPC,ovary"
392333,chr14:36604647-36605834,1187,2022,0.964,Y,Intergenic,"chr14:36605100-36605119(-),chr14:36605640-36605659(-)",,"FULVR,HSPC,ovary"
392344,chr14:36655570-36656580,1010,1696,0.809,Y,Promoter:PAX9;Intron:LOC105370455,"chr14:36655769-36655788(-),chr14:36656028-36656047(+),chr14:36656364-36656383(-)",,"Kasumi-1,brainstem,LCL1,lymph_node,brain,Ca-Ski,uterus,neutrophil,macrophage,VCaP,vagina,ovary"
392362,chr14:36747354-36748016,662,1727,0.824,Y,Intron:SLC25A21,chr14:36747758-36747777(-),,"gastrocnemius_medialis,cortex,brainstem,uterus,neutrophil,NK,FULVR,HSPC,ovary"
392402,chr14:36941961-36942886,925,2067,0.986,Y,Intron:SLC25A21,chr14:36942399-36942418(-),,
392436,chr14:37149335-37151113,1778,1914,0.913,Y,Intron:SLC25A21,"chr14:37149888-37149907(-),chr14:37150673-37150692(-)",,"cortex,brainstem,FB8470,FULVR,KB"
392450,chr14:37230494-37231449,955,1873,0.893,Y,Intron:MIPOL1,chr14:37230773-37230792(+),,"IMR32,cortex,brainstem,FB8470,normal_urothelial,HSPC"
392452,chr14:37232713-37233290,577,1738,0.829,Y,Intron:MIPOL1,chr14:37233076-37233095(-),,"cortex,mesenchymal_stromal,Tet21N,neutrophil,NALM-6,HSPC"
392453,chr14:37246107-37246962,855,1900,0.906,Y,Intron:MIPOL1,chr14:37246523-37246542(+),,"IMR32,cortex,brainstem,FB8470,Tet21N,Mutu-LCL,FULVR,KB,HSPC"
392502,chr14:37594118-37595268,1150,1901,0.907,Y,"Promoter:FOXA1,TTC6;Exon:FOXA1;Intron:FOXA1",chr14:37594345-37594364(-),,"cortex,neutrophil,NK"
392543,chr14:37874497-37875046,549,2071,0.988,Y,Intergenic,"chr14:37874818-37874837(-),chr14:37874828-37874847(-)",,
392549,chr14:37903333-37904142,809,1849,0.882,Y,Promoter:LINC00517,chr14:37903771-37903790(+),,"Caov-3,brainstem,mesenchymal_stromal,FULVR,HSPC"
392560,chr14:37985504-37986464,960,1975,0.942,Y,Intergenic,"chr14:37986040-37986059(+),chr14:37986223-37986242(+)",,"brainstem,Tet21N,HSPC,ovary"
392594,chr14:38196771-38197825,1054,1710,0.815,Y,Intergenic,chr14:38197465-38197484(-),,"WERI-Rb-1,cortex,Caov-3,brainstem,FB8470,mesenchymal_stromal,FB0167P,Tet21N,R1-hiPSC8,CV-hIPS-B,Rh30,Mutu-LCL,FULVR,KB,HSPC,ovary"
392673,chr14:38721566-38722467,901,1968,0.938,Y,Intergenic,chr14:38722021-38722040(+),,"cortex,CP-A,Tet21N,GBM8,FULVR,HSPC"
392702,chr14:38867527-38868235,708,2038,0.972,Y,Intron:LINC00639,chr14:38867738-38867757(-),,
392722,chr14:39015096-39015761,665,1941,0.926,Y,Intergenic,chr14:39015554-39015573(-),,"IMR32,cortex,brainstem,FB8470,HSPC"
392731,chr14:39107417-39107949,532,1612,0.769,Y,Promoter:PPIAP4,chr14:39107726-39107745(+),,"cortex,Rh4,CV-hIPS-B,normal_urothelial,retina,NALM-6,KB,HSPC"
392768,chr14:39368170-39368730,560,1773,0.845,Y,Intron:MIA2,chr14:39368542-39368561(-),,"EFO-27,mesenchymal_stromal,U2OS,FULVR,HSPC"
392794,chr14:39490809-39491875,1066,1706,0.814,Y,"Intron:LOC105370460,LOC105370461,LOC112267899",chr14:39491210-39491229(+),,"cortex,FB8470,mesenchymal_stromal,FB0167P,Rh4,R1-hiPSC1,CV-hIPS-B,Rh30,Mutu-LCL,FULVR,KB,HSPC"
392878,chr14:40417738-40418227,489,1676,0.799,Y,Intron:LOC105370465,chr14:40417969-40417988(+),,"BM-hMSC-TERT4,AG10803,IMR-90,cortex,CP-A,Calu-3,R1-hiPSC1,R1-hiPSC8,HPF,CV-hIPS-B,GP5d,thoracic_aorta,uterus,neutrophil,NK,A549-ACE2,vagina,ovary"
392973,chr14:41600321-41601493,1172,1910,0.911,Y,Intergenic,chr14:41600703-41600722(-),,"cortex,Mutu-LCL,neutrophil,NK,HSPC"
393032,chr14:42224011-42224692,681,1951,0.93,Y,Intergenic,"chr14:42224474-42224493(+),chr14:42224569-42224588(-)",,"Tet21N,R1-hiPSC1,R1-hiPSC8,neutrophil,NK,FULVR,HSPC"
393205,chr14:43894439-43895099,660,1567,0.747,Y,Intergenic,chr14:43894725-43894744(-),,"DLD-1,gastrocnemius_medialis,cortex,CP-A,mesenchymal_stromal,MCAS,Calu-3,Tet21N,MDA-MB-157,CV-hIPS-B,Mutu-LCL,uterus,Myometrium,esophagus_squamous_epithelium,RPE1,vagina,HSPC,ovary"
